cpu_type	rank	name	nb_id	nb_url	codename	series	l2_cache_mb	l3_cache_mb	tdp_watt	tdp_turbo_watt	base_mhz	boost_mhz	cores	threads	process_nm	architecture	is_64bit	graphics_card	perf_rating	cinebench_r10_32bit_single	cinebench_r10_32bit_multi	cinebench_r15_cpu_single_64bit	cinebench_r15_cpu_multi_64bit	cinebench_r20_single	cinebench_r20	cinebench_r23_single_core	cinebench_r23_multi_core	cinebench_2024_cpu_single_core	cinebench_2024_cpu_multi_core	geekbench_4_4_64_bit_single_core_score	geekbench_4_4_64_bit_multi_core_score	geekbench_5_5_single_core	geekbench_5_5_multi_core	geekbench_6_7_single_core	geekbench_6_7_multi_core	3dmark06_cpu	x264_pass_1	x264_pass_2	x265	truecrypt_aes	truecrypt_twofish	truecrypt_serpent	blender	blender_v3_3_classroom_cpu	7_zip_single	7_zip	superpi_1m	superpi_32m	wprime_32	wprime_1024	webxprt_3	webxprt_4_overall	crossmark_overall	cinebench_2026_cpu_single_thread	cinebench_2026_cpu_multi	octane_v2_total_score	jetstream_2	jetstream_2_2_2_total	speedometer_2_0	sunspider_1_0_total_score	geekbench_2	geekbench_3_32_bit_single_core_score	geekbench_3_32_bit_multi_core_score	passmark_performancetest_mobile_v1_cpu_tests
laptop	64	AMD Ryzen 9 8940HX	998310	https://www.notebookcheck.net/AMD-Ryzen-9-8940HX-Processor-Benchmarks-and-Specs.998310.0.html	Dragon Range refresh (Zen 4)	Dragon Range	16.0	64.0	55		2400	5300	16	32	0	x86	True	Radeon 610M	67.95	8248	67137	291	4851	746	11579.5	1923.5	29833	114	1717			1943	16389	2816	16188		358.1	241.9	30.95	27.7	3.9	2.5	108.5	195	7383.5	118315	6.3	342.8			298	241.5	1940											
desktop	65	Intel Core Ultra 5 245KF	1134084	https://www.notebookcheck.net/Intel-Core-Ultra-5-245KF-Processor-Benchmarks-and-Specs.1134084.0.html	Arrow Lake-S	Arrow Lake	26.0	24.0	125	159	3600	5200	14	14	3	x86	True		71.9															3307	19856																													
desktop	66	Intel Core Ultra 5 245K	906819	https://www.notebookcheck.net/Intel-Core-Ultra-5-245K-review-The-perfect-balance-between-power-and-efficiency.906819.0.html	Arrow Lake-S	Arrow Lake	26.0	24.0	125	159	4200	5200	14	14	3	x86	True	Graphics 4-Core iGPU (Arrow Lake)	78.65	11681	91572	322	3850	820	9752	2132	25066	132	1472	9171	65981	2224	17760	3040	17575	19396	388.5	216.5	29.6	16.4	3	1.5	136	216	6477	77921	7.3		2.98	77.72	346	318	2245											
desktop	67	Intel Core i9-12900K	589001	https://www.notebookcheck.net/Intel-Core-i9-12900K-Processor-Benchmarks-and-Specs.589001.0.html	Alder Lake	Alder Lake-S	14.0	30.0	125		3200	5200	16	24	10	x86	True	UHD Graphics 770	80.85	9859	71819	289	4057	771.5	9935	2004.5	26125			8629	63910.5	2005.5	17776	2715	17450	18752.5	366.75	201	29.5	19.25	3.6	1.95	124.7		6575.5	97315.5	7.05	347	3.66	192.8	325		2308			96769	206.7							
desktop	68	Intel Core i7-14700	930220	https://www.notebookcheck.net/Intel-Core-i7-14700-Processor-Benchmarks-and-Specs.930220.0.html	Raptor Lake	Raptor Lake-R	28.0	33.0	65	219	1500	5400	20	28	10	x86	True	UHD Graphics 770	71.75			299	4061	798	10501	2080	28398	123.4	1243			2057	15052	2876	14072				27.4				123	214	6845	102982					350	300	2048											
desktop	69	Intel Core i5-14600K	790507	https://www.notebookcheck.net/Intel-Core-i5-14600K-Processor-Benchmarks-and-Specs.790507.0.html	Raptor Lake	Raptor Lake-R	20.0	24.0	125		3500	5300	14	20	10	x86	True	UHD Graphics 770	80.95	11396	75358	297	3640	790	9371	2064	24491	122	1392	8904	64035	2017	17516	2879	17409	18096	411	209	28.6	19.5	3.4	1.8	134	223	6910	93235	6.23	316.69	2.39	158.77	354	301	2310											
laptop	70	Apple M3 Max 14-Core	783009	https://www.notebookcheck.net/Apple-M3-Max-14-Core-Processor-Benchmarks-and-Specs.783009.0.html		M3			78		2748	4056	14	14	3	ARM	True	M3 Max 30-Core GPU	62.7													2345	19453	2847	17576																													
smartphone	71	Apple M5 9-Core	1128407	https://www.notebookcheck.net/Apple-M5-9-Cores-Processor-Benchmarks-and-Specs.1128407.0.html		M5	6.0				3048	4608	9	9	3	ARM	True	M5 10-Core GPU	73.9															4133	15437																													
laptop	72	Intel Core i7-14700HX	790522	https://www.notebookcheck.net/Intel-Core-i7-14700HX-Processor-Benchmarks-and-Specs.790522.0.html	Raptor Lake-HX Refresh	Raptor Lake-HX	24.0	30.0	55	157	3900	5500	20	28	10	x86	True	UHD Graphics 770	70.75	11767	68172	296	3812	803	9244	2103	24595	121	1298	8945	67087	2065	17691	2884	15765	18104	365.2	177.1	25.1	19.3	4.1	2.2	140	243	6900	93134	6.01	310.6	2.69	409.91	308	288	2019			98656.5	305.5		405.5					
desktop	73	Intel Core i7-13700	768846	https://www.notebookcheck.net/Intel-Core-i7-13700-Processor-Benchmarks-and-Specs.768846.0.html	Raptor Lake-S	Raptor Lake-S	24.0	30.0	65		2100	5200	16	24	10	x86	True	UHD Graphics 770	75.95	10840	82724	285	3692	739.5	9194	2008.5	25369			8714	67866	1983.5	17563.5	2761	15882	17194	393	224	27.25	22	3.8	2.1	144.5	250.5	6642.5	91604	6.39	329.23	2.5	161.46	338	289.5	2168.5				341.33							
laptop	74	Intel Core Ultra X9 388H	1148259	https://www.notebookcheck.net/Intel-Core-Ultra-X9-388H-Processor-Benchmarks-and-Specs.1148259.0.html	Panther Lake	Panther Lake	12.5	18.0	25	80	1600	5100	16	16	2	x86	True	Arc B390 Panther Lake iGPU	73.65			309.5	2955	833	7436	2200.5	18911	129.4	1022.5			2207.5	16641.5	3027	17694				22.15				184	304	6677	65361					346.5	316	2101.5	533	4044	110858	453.9	463.9	630					
laptop	75	AMD Ryzen 7 8840HX	997694	https://www.notebookcheck.net/AMD-Ryzen-7-8840HX-Processor-Benchmarks-and-Specs.997694.0.html	Dragon Range refresh (Zen 4)	Dragon Range	12.0	64.0	55		2900	5100	12	24	0	x86	True	Radeon 610M	57.5							1857	25265							2742	15223																													
desktop	76	Intel Core i5-13600K	666493	https://www.notebookcheck.net/Intel-Core-i5-13600K-Processor-Benchmarks-and-Specs.666493.0.html	Raptor Lake	Raptor Lake-S	20.0	24.0	125		3500	5100	14	20	10	x86	True	UHD Graphics 770	78.95	10754.5	68879.5	287.5	3642	770.5	9241	2000.5	24221			8624.5	61014	1973	16670.5	2750	15890	17627	387.5	198.8	27.55	19.1	3.15	1.7	135	224	6377.5	89587	6.53	331.36	2.52	174.89	331	288	2254											
desktop	77	AMD Ryzen 9 5950X	508463	https://www.notebookcheck.net/AMD-Ryzen-9-5950X-Processor-Benchmarks-and-Specs.508463.0.html	Vermeer (Zen 3)	Vermeer (Ryzen 5000)	8.0	64.0	105		3400	4900	16	32	7	x86	True		52.35	6689.5	56640.5	266.5	4324	629	10061	1614	26017			7118.5	60408.5	1651.5	16248	2256	13355	17656.5	330	212	30.85	26	3.5	2.35	117.65		6851.5	122978	7.24	361.5	4.23	58.45	289.5		1495											
laptop	78	AMD Ryzen 9 8945HX	998692	https://www.notebookcheck.net/AMD-Ryzen-9-8945HX-Processor-Benchmarks-and-Specs.998692.0.html	Dragon Range refresh (Zen 4)	Dragon Range	16.0	64.0	55		2500	5400	16	32	0	x86	True	Radeon 610M	58.4															2784	15473																													
laptop	79	Qualcomm Snapdragon X2 Elite X2E-84-100	1262938	https://www.notebookcheck.net/Qualcomm-Snapdragon-X2-Elite-X2E-84-100-Processor-Benchmarks-and-Specs.1262938.0.html	Oryon v3	Snapdragon X2					3400	4700	12	12	3	ARM	True	X2-85	71.7															3838	16117																			648	4609									
laptop	80	Qualcomm Snapdragon X2 Elite X2E-80-100	1138856	https://www.notebookcheck.net/Qualcomm-Snapdragon-X2-Elite-X2E-80-100-Processor-Benchmarks-and-Specs.1138856.0.html	Oryon v3	Snapdragon X2					3400	4700	12	12	3	ARM	True	X2-85	77.314									152	1138					3811	16041																			653	4625			519.98						
desktop	81	Intel Core i9-10980XE	448651	https://www.notebookcheck.net/Intel-Core-i9-10980XE-Desktop-CPU-Benchmarks-and-Specs.448651.0.html	Cascade Lake	Core i9 (Desktop)	18.0	24.8	165		3000	4600	18	36	14	x86	True		43.357	7847	59479	208	3744	489.5	8532.5					5794.5	54222.5	1260	16480	1593	11650	14129	215	157.5	27	18.2	3.2	1.9	130		5370.5	93076.5	7.68	410	2.81	47.4	239					39564			77.3	97.5	38219	4578	56351	
desktop	82	AMD Ryzen 9 3950X	491491	https://www.notebookcheck.net/AMD-Ryzen-9-3950X-Processor-Benchmarks-and-Specs.491491.0.html	Matisse (Zen 2)	Matisse (Ryzen 3000 Desktop)	8.0	64.0	105		3500	4700	16	32	7	x86	True		40.114	6102	53396	209	4002	520	9075					5749	48962	1306	12363	1840	11870		265	168	15.8	10.8	3.6	2.3	125.8		5340	99467	9.19	512	4.11	44.86	239													
desktop	83	Intel Core i9-9980XE	435079	https://www.notebookcheck.net/Intel-Core-i9-9980XE-Desktop-Processor-Benchmarks-and-Specs.435079.0.html	Sky Lake-X	Core i9 (Desktop)	18.0	24.8	165		3000	4400	18	36	14	x86	True		0.6	7323	58001	197.5	3735.5	461.5	8857					5492.5	55149.5	1200	15780	1479	11930	13495	206.5	156	26.05	18.1	3.2	1.9	136.5		5110	93017.5	8.23	433	2.74	46.52														
laptop	84	AMD Ryzen 9 7845HX	680189	https://www.notebookcheck.net/AMD-Ryzen-9-7845HX-Processor-Benchmarks-and-Specs.680189.0.html	Dragon Range-HX (Zen 4)	Dragon Range	12.0	64.0	55		3000	5200	12	24	0	x86	True	Radeon 610M	69.75			295	4320	719	10492	1852	26876					2008	15068	2729	12585				29.7				117	185	7018	106033					357	282	1992				308.27							
desktop	85	Intel Core Ultra 5 245	1133130	https://www.notebookcheck.net/Intel-Core-Ultra-5-245-Processor-Benchmarks-and-Specs.1133130.0.html	Arrow Lake-S	Arrow Lake	26.0	24.0	65	121	3000	5100	14	14	3	x86	True	Graphics 4-Core iGPU (Arrow Lake)	64.8															2993	17834																													
laptop	86	Intel Core Ultra X9 378H	1273309	https://www.notebookcheck.net/Intel-Core-Ultra-X9-378H-Processor-Benchmarks-and-Specs.1273309.0.html	Panther Lake	Panther Lake	12.5	18.0	25	80	1600	5000	16	16	2	x86	True	Arc B390 Panther Lake iGPU																																														
laptop	87	Intel Core Ultra X7 368H	1196557	https://www.notebookcheck.net/Intel-Core-Ultra-X7-368H-Processor-Benchmarks-and-Specs.1196557.0.html	Panther Lake	Panther Lake	12.5	18.0	25	80	1600	5000	16	16	2	x86	True	Arc B390 Panther Lake iGPU	62.2															2983	16379.5																													
laptop	88	AMD Ryzen AI Max PRO 385	944127	https://www.notebookcheck.net/AMD-Ryzen-AI-Max-PRO-385-Processor-Benchmarks-and-Specs.944127.0.html	Strix Halo PRO	Strix / Gorgon Halo	8.0	32.0	55		3600	5000	8	16	4	x86	True	Radeon 8050S	58.4															2857	14944																													
laptop	89	AMD Ryzen 9 7840HX	825856	https://www.notebookcheck.net/AMD-Ryzen-9-7840HX-Processor-Benchmarks-and-Specs.825856.0.html	Dragon Range-HX (Zen 4)	Dragon Range	12.0	64.0	55		2900	5100	12	24	5	x86	True	Radeon 610M	56.4															2709	14822																													
laptop	90	Qualcomm Snapdragon X2 Elite X2E-78-100	1262941	https://www.notebookcheck.net/Qualcomm-Snapdragon-X2-Elite-X2E-78-100-Processor-Benchmarks-and-Specs.1262941.0.html	Oryon v3	Snapdragon X2					3400	4000	12	12	3	ARM	True	X2-85																																														
desktop	91	AMD Ryzen Threadripper 2970WX	376586	https://www.notebookcheck.net/AMD-Ryzen-Threadripper-2970WX-24-Core-48-threads-Desktop-CPU-Review.376586.0.html	ZEN	Threadripper	12.0	64.0	250		3000	4200	24	48	12	x86	True		0.6	5241	37522	173	4376	430	10000					4463	32029	1095	10501			11073	202	116.5	18	12.2	3	1.9	110.7				10.23	692	4.16	38.49														
desktop	92	AMD Ryzen 7 7700X	671261	https://www.notebookcheck.net/AMD-Ryzen-7-7700X-Processor-Benchmarks-and-Specs.671261.0.html	Raphael (Zen4)	Raphael (Zen 4, Ryzen 7000)	8.0	32.0	170		4500	5400	8	16	5	x86	True	Radeon Graphics (Ryzen 7000)	8150.0	8633	56024	315	3113.5	772.5	7462.5	1987	19088			8991	56909	2218	14131	3050	16000	18115	373.5	181.2	25.45	17.5	2.3	1.4	163	261	8074	85706.5	6.35	322.8	2.15	61.15	355	301	2312.5											
desktop	93	AMD Ryzen 5 9600X	862077	https://www.notebookcheck.net/AMD-Ryzen-5-9600X-Processor-Benchmarks-and-Specs.862077.0.html	Granite Ridge	Granite Ridge (Zen 5, AM5)	6.0	32.0	65		3900	5400	6	12	4	x86	True	Radeon 610M	73.85	9332.5	55406	342	2691	858	6846.5	2183.5	17528.5	134.5	999	9695.5	52536	2506.5	12839.5	3320	15378	17736.5	368.75	157.03	23.4	13.5	2.25	1.35	184.5	285	7760	68266	7.64	360.11	2.59	72.03	380	338.5	2108.5											
desktop	94	Intel Core Ultra 5 235	1090798	https://www.notebookcheck.net/Intel-Core-Ultra-5-235-Processor-Benchmarks-and-Specs.1090798.0.html	Arrow Lake-S	Arrow Lake	26.0	24.0	65	121	3400	5000	14	14	3	x86	True	Graphics 4-Core iGPU (Arrow Lake)	74.65	11400	84924	312	3642	795	8518	2057	21677	127	1172	9043	65823	2171	17696	2963	17645	19133	378	200.85	25	15.9	2.8	1.4	168	278	6479	71174	7.64		2.85	77.67	329	313	2131	508	4650									
desktop	95	AMD Ryzen 7 7700	680211	https://www.notebookcheck.net/AMD-Ryzen-7-7700-Processor-Benchmarks-and-Specs.680211.0.html	Raphael (Zen4)	Raphael (Zen 4, Ryzen 7000)	8.0	32.0	65		3800	5300	8	16	5	x86	True	Radeon Graphics (Ryzen 7000)	78.45	8345	53881	308	3047	750	7259	1930	18760			8753	55542	2161	13929	2830	15300	18277	368	174.95	25	15.9	2.3	1.5	166	266	7880	85260	6.55	335.26	2.72	62.63	352	295	2238											
laptop	96	Intel Core Ultra 9 285H	944114	https://www.notebookcheck.net/Intel-Core-Ultra-9-285H-Processor-Benchmarks-and-Specs.944114.0.html	Arrow Lake-H	Arrow Lake	26.0	24.0	45	115	4500	5400	16	16	5	x86	True	Arc 140T	71.35	11514.5	77507.5	313	3177.5	814.5	8120	2129.5	20781.5	127	1142	8500.5	56258.5	2096	15703	2878	16207	15795	363	185.15	24.25	9.5	2	1.15	164.5	266	6123.5	66410.5	7.27	389.3	3.44	171.55	325	306.5	2037	501	3708.5	121786	441.75	467.95	550					
laptop	97	Intel Core Ultra 9 386H	1196560	https://www.notebookcheck.net/Intel-Core-Ultra-9-386H-Processor-Benchmarks-and-Specs.1196560.0.html	Panther Lake	Panther Lake	12.5	18.0	25	80	1600	4900	16	16	2	x86	True	Intel Graphics 4 Xe3 PTL	72.65			304	3274	787	8162	2077	20750	122.1	1210			2109	17162	2873	16816				24.5				162	263	6280	71655					310	298	2073	503	4903	125584	468.3	489.3	642					
laptop	98	Intel Core Ultra X7 358H	1196614	https://www.notebookcheck.net/Intel-Core-Ultra-X7-358H-Processor-Benchmarks-and-Specs.1196614.0.html	Panther Lake	Panther Lake	12.5	18.0	25	80	1500	4800	16	16	2	x86	True	Arc B390 Panther Lake iGPU	71.65	11033	70882	305.5	3046	784	7316	2080	18747	123.85	1000	8831	56812	2107.5	16652.5	2864	16674	14838.5	346	171.65	21	13.8	2.4	1.2	196	330	6198.5	64553.5	7.25		10.23	290.72	317	300	2045	508	4087	116743	444.5	458.6	644					
laptop	99	Intel Core Ultra 7 366H	1196569	https://www.notebookcheck.net/Intel-Core-Ultra-7-366H-Processor-Benchmarks-and-Specs.1196569.0.html	Panther Lake	Panther Lake	12.5	18.0	25	80	1600	4800	16	16	2	x86	True	Intel Graphics 4 Xe3 PTL	60.9															2861	16421.5																													
laptop	100	AMD Ryzen AI 9 HX 475	1197731	https://www.notebookcheck.net/AMD-Ryzen-AI-9-HX-475-Processor-Benchmarks-and-Specs.1197731.0.html	Gorgon Point	Strix / Gorgon Point	12.0	24.0	54		2000	5200	12	24	4	x86	True	Radeon 890M	56.3															2775	14277																													
laptop	101	AMD Ryzen AI 9 HX PRO 475	1198880	https://www.notebookcheck.net/AMD-Ryzen-AI-9-HX-PRO-475-Processor-Benchmarks-and-Specs.1198880.0.html	Gorgon Point	Strix / Gorgon Point	12.0	24.0	54		2000	5200	12	24	4	x86	True	Radeon 890M																																														
laptop	102	AMD Ryzen AI 9 HX 470	1197753	https://www.notebookcheck.net/AMD-Ryzen-AI-9-HX-470-Processor-Benchmarks-and-Specs.1197753.0.html	Gorgon Point	Strix / Gorgon Point	12.0	24.0	54		2000	5200	12	24	4	x86	True	Radeon 890M	60.65	8876	57887	318	3542	814	9225	2071	23775	120	1206	7998	53282	2054	15770	2968	15842	17171	301	168	28.1	15.1	2.8	1.8	141	214	6453	78767	8.11		2.78	66.8	324	271.5	1732	494	5079	111357	466.9	481.8	584					
laptop	103	AMD Ryzen AI 9 HX PRO 470	1198881	https://www.notebookcheck.net/AMD-Ryzen-AI-9-HX-PRO-470-Processor-Benchmarks-and-Specs.1198881.0.html	Gorgon Point	Strix / Gorgon Point	12.0	24.0	54		2000	5200	12	24	4	x86	True	Radeon 890M																																														
laptop	104	AMD Ryzen AI 9 HX 375	870100	https://www.notebookcheck.net/AMD-Ryzen-AI-9-HX-375-Processor-Benchmarks-and-Specs.870100.0.html	Strix Point-HX (Zen 5)	Strix / Gorgon Point	12.0	24.0	54		2000	5100	12	24	4	x86	True	Radeon 890M	60.25			301	3334	776	8541	1988	21812	95.6	1162			2121	14728	2867	15220				25.1				159	241	5856	77867					348	277	1720											
laptop	105	AMD Ryzen AI 9 HX PRO 375	972989	https://www.notebookcheck.net/AMD-Ryzen-AI-9-HX-PRO-375-Processor-Benchmarks-and-Specs.972989.0.html	Strix Point-HX (Zen 5)	Strix / Gorgon Point	12.0	24.0	54		2000	5100	12	24	4	x86	True	Radeon 890M	57.4															2792	14846																													
laptop	106	AMD Ryzen AI 9 HX 370	836729	https://www.notebookcheck.net/AMD-Ryzen-AI-9-HX-370-Processor-Benchmarks-and-Specs.836729.0.html	Strix Point-HX (Zen 5/5c)	Strix / Gorgon Point	12.0	24.0	28	54	2000	5100	12	24	4	x86	True	Radeon 890M	62.65	8647	53467	306.5	3409.5	791	8711	2018	21761	116.9	1139	7832	54787	2096	14516	2880.5	14996	16484.5	306.25	169.63	26.2	15.3	2.7	1.65	148	221	6161	80572.5	8.41		2.78	81.96	309.5	256.5	1787	479	4905	122618	434.55	452.3	526					
laptop	107	AMD Ryzen AI 9 HX PRO 370	901773	https://www.notebookcheck.net/AMD-Ryzen-AI-9-HX-PRO-370-Processor-Benchmarks-and-Specs.901773.0.html	Strix Point-HX PRO (Zen 5/5c)	Strix / Gorgon Point	12.0	24.0	28	54	2000	5100	12	24	4	x86	True	Radeon 890M	64.15	8739	53561	309	3178	793	7146	1992	18520	119	1166	8282	53253	2115	14562	2909.5	14428.5	16889	318.5	177.05	23.6	16.4	2.7	1.7	169	267	6274	74121	8.25		2.66	52.7	316	212	1832											
laptop	108	Intel Core Ultra 7 251HX	1273297	https://www.notebookcheck.net/Intel-Core-Ultra-7-251HX-Processor-Benchmarks-and-Specs.1273297.0.html	Arrow Lake-HX	Arrow Lake	30.0	30.0	45	160	2500	5100	18	18	3	x86	True	Graphics 4-Core iGPU (Arrow Lake)	59.9															2940	15277																													
laptop	109	Intel Core i7-12800HX	618781	https://www.notebookcheck.net/Intel-Core-i7-12800HX-Processor-Benchmarks-and-Specs.618781.0.html	Alder Lake-HX	Alder Lake-S	14.0	25.0	55		1500	4800	16	24	10	x86	True	UHD Graphics 770	69.15			260	3383	676	8564	1812	22456					1759	14213	2494	14518				24.9				153.1		5624	76947					309		1973				277.91							
laptop	110	Intel Core i9-12900HX	618741	https://www.notebookcheck.net/Intel-Core-i9-12900HX-Processor-Benchmarks-and-Specs.618741.0.html	Alder Lake-HX	Alder Lake-S	14.0	30.0	55		1700	5000	16	24	10	x86	True	UHD Graphics 770	75.35	9509	64621	278	3566	739	8842.5	1912.5	23150			8182	58845.5	1906.5	16311.5	2564	13931	17668	313.7	185.5	26	17.4	3.2	1.7	148.6	267	6336	86541	7.25	379.61	7.83	245.74	317.5	275	2150.5			95387	292.72		327	77.4				
desktop	111	Intel Core i7-12700K	589006	https://www.notebookcheck.net/Intel-Core-i7-12700K-Processor-Benchmarks-and-Specs.589006.0.html	Alder Lake	Alder Lake-S	12.0	25.0	125		2700	5000	12	20	10	x86	True	UHD Graphics 770	7050.0	9305	63484	272	3325	735.5	7800.5	1850.5	19784			8133	55786	1911.5	14016	2580	16200	16827	349.5	179	20.5	15.7	2.8	1.6	173.1		6269.5	73438.5	7.35	387	2.66	171.2	303.5		1999				241.28							
desktop	112	Intel Core i7-12700	825459	https://www.notebookcheck.net/Intel-Core-i7-12700-Processor-Benchmarks-and-Specs.825459.0.html	Alder Lake	Alder Lake-S	12.0	25.0	65		3300	4900	12	20	10	x86	True	UHD Graphics 770	70.65	9171	60892	272	3151	731	8338	1894	21751			8059	52676	1924	14961	2602	13519	15390	347	172.35	25.5	14.5	2.7	1.5	151	242	6292	78331	7.53	400.41	2.9	272.82	314	268	2016											
laptop	113	AMD Ryzen AI Max+ 392	1197727	https://www.notebookcheck.net/AMD-Ryzen-AI-Max-392-Processor-Benchmarks-and-Specs.1197727.0.html	Strix Halo	Strix / Gorgon Halo	12.0	64.0	55		3200	5000	12	24	4	x86	True	Radeon 8060S	64.6									109	1380					2891.5	18378																													
laptop	114	AMD Ryzen 7 7745HX	680194	https://www.notebookcheck.net/AMD-Ryzen-7-7745HX-Processor-Benchmarks-and-Specs.680194.0.html	Dragon Range (Zen 4)	Dragon Range	8.0	32.0	55		3600	5100	8	16	0	x86	True	Radeon 610M	73.65	8006	54762	294.5	2986	718	7235.5	1850	18452.5	110	1062	8243	54665	2053.5	12920	2807	14825	16933	358.5	173.25	23.65	16.4	2.2	1.4	171.5	274.5	7259.5	79412.5	6.81	354.83	2.28	60.68	347	281.5	2103				326.92							
laptop	115	Intel Core Ultra 7 356H	1196617	https://www.notebookcheck.net/Intel-Core-Ultra-7-356H-Processor-Benchmarks-and-Specs.1196617.0.html	Panther Lake	Panther Lake	12.5	18.0	25	80	1500	4700	16	16	2	x86	True	Intel Graphics 4 Xe3 PTL	6850.0	10814	72385	304.5	3069	773.5	7627	2042.5	19522.5	121.8	1143			2092	16741	2839	16587				22.55	13.2	2.4	1.2	179.5	296.5	6340	67682	7.6	376.8	11.1	339.5	294	283	1943	501	4053	121079	442.35	462.2	581					
laptop	116	Intel Core Ultra 7 265H	944119	https://www.notebookcheck.net/Intel-Core-Ultra-7-265H-Processor-Benchmarks-and-Specs.944119.0.html	Arrow Lake-H	Arrow Lake	26.0	24.0	28	115	4500	5300	16	16	3	x86	True	Arc 140T	66.15			307	2989	791	7805	2080	19940	125.8	1150			2079	14945	2906	15669.5	15477			23.1				172	280	6160	64940					323	302	1888											
desktop	117	AMD Ryzen 7 7800X3D	758159	https://www.notebookcheck.net/AMD-Ryzen-7-7800X3D-Processor-Benchmarks-and-Specs.758159.0.html	Raphael (Zen4)	Raphael (Zen 4, Ryzen 7000)	8.0	96.0	120	162	4200	5000	8	16	5	x86	True	Radeon Graphics (Ryzen 7000)	77.65	8026	51950	281.5	2878.5	686	6804.5	1713	16817			9097	54840	1920	12715	2634	14288	16892	344	169.25	23.25	15.3	2.1	1.3	178	282.5	7823.5	80312.5	7.09	337.57	2.44	62.73	353	282	2216											
desktop	118	AMD Ryzen 5 7600X	666273	https://www.notebookcheck.net/AMD-Ryzen-5-7600X-Processor-Benchmarks-and-Specs.666273.0.html	Raphael (Zen4)	Raphael (Zen 4, Ryzen 7000)	6.0	32.0	105		4700	5300	6	12	5	x86	True	Radeon Graphics (Ryzen 7000)	76.85	8480	49430	314	2517	761	5966	1965	15236			9021	47694	2217	12003	3066	13666	17290.5	367	147.8	21	13.2	1.8	1.1	205	328	8058	69291	7.42	367.07	2.76	78.81	370.5	298	2193											
laptop	119	Intel Core i7-14650HX	790780	https://www.notebookcheck.net/Intel-Core-i7-14650HX-Processor-Benchmarks-and-Specs.790780.0.html	Raptor Lake-HX Refresh	Raptor Lake-HX	24.0	30.0	55	157	1600	5200	16	24	10	x86	True	UHD Graphics 770	7150.0	15819	112749	285.5	3470.5	758	7792.5	1969	20454	116.5	1035			1936.5	14697	2752.5	14451				19.1	19.8	3.7	1.9	173.5	307	6529.5	81198.5	6.4	337.3	14.8	641.6	300	277	2028.5			98007	327.9		383					
desktop	120	Intel Core i9-14901E	1131965	https://www.notebookcheck.net/Intel-Core-i9-14901E-Processor-Benchmarks-and-Specs.1131965.0.html	Raptor Lake	Raptor Lake-S	16.0	36.0	65		2800	5600	8	16	10	x86	True	UHD Graphics 770	57.5															2813	14714.5																													
